1.000000000000000056e-01 2.579113950357441354e+03 1.233636756858472654e+04
1.023340212191641979e-01 2.537198676881926076e+03 1.212701245612479215e+04
1.047225189888434937e-01 2.491647175212556249e+03 1.190276360666020810e+04
1.071667648032863518e-01 2.438626690995488389e+03 1.164741442603249016e+04
1.096680598336868540e-01 2.402058521025992377e+03 1.146207251574196380e+04
1.122277356208507687e-01 2.350464142927758076e+03 1.121369892666152555e+04
1.148471547840289320e-01 2.310120348965538142e+03 1.101334516191213697e+04
1.175277117462945192e-01 2.267488732717183666e+03 1.080380063526704180e+04
1.202708334768511633e-01 2.221658198581435499e+03 1.058120728375560975e+04
1.230779802506665188e-01 2.185467545987421545e+03 1.039983255918018403e+04
1.259506464258358105e-01 2.138198113544003718e+03 1.017210693171345883e+04
1.288903612390892850e-01 2.104489193586850888e+03 1.000216643609228231e+04
1.318986896198670322e-01 2.058534524643182522e+03 9.780942311732222151e+03
1.349772330233942608e-01 2.025677127024246147e+03 9.615541521275461491e+03
1.381276302832009917e-01 1.981599304017954637e+03 9.403187450792436721e+03
1.413515584835395578e-01 1.949480993398383362e+03 9.241843828017816122e+03
1.446507338521646480e-01 1.907147916840012840e+03 9.037792151367691986e+03
1.480269126739509333e-01 1.875587632968645266e+03 8.879730656667923540e+03
1.514818922258345801e-01 1.835590535091278070e+03 8.686468773768090614e+03
1.550175117335770014e-01 1.803233030149949627e+03 8.525949700963972646e+03
1.586356533508590516e-01 1.767421459079605484e+03 8.351281741466116728e+03
1.623382431612278576e-01 1.732265882707415585e+03 8.179834950711936472e+03
1.661272522034293042e-01 1.701558735320904816e+03 8.027631220607370778e+03
1.700046975206717659e-01 1.664939230409408992e+03 7.850880220811766776e+03
1.739726432343801643e-01 1.634845774703999268e+03 7.702147389476065655e+03
1.780332016430113962e-01 1.603046821258512864e+03 7.546638344114851861e+03
1.821885343465167173e-01 1.569053938646093229e+03 7.382287043619815449e+03
1.864408533970486059e-01 1.540430152955646008e+03 7.241053261001819010e+03
1.907924224765266130e-01 1.510192449501896590e+03 7.093420426801706526e+03
1.952455581016860897e-01 1.477928158454105869e+03 6.937642401313654773e+03
1.998026308572550258e-01 1.449236473743335409e+03 6.797380103192812385e+03
2.044660666579116715e-01 1.421834650176924697e+03 6.662982331786201030e+03
2.092383480396977358e-01 1.392354745351722158e+03 6.520212599270552346e+03
2.141220154815729471e-01 1.362754838167679736e+03 6.377344232769904920e+03
2.191196687578149116e-01 1.335264808168112722e+03 6.243798736978577836e+03
2.242339683219846114e-01 1.309169144842226160e+03 6.116549356812673977e+03
2.294676367231936187e-01 1.282900049300442333e+03 5.988967497421525877e+03
2.348234600554276463e-01 1.256109817764800027e+03 5.859581201788295402e+03
2.403042894406968444e-01 1.229338787804335880e+03 5.730671429808079665e+03
2.459130425468045167e-01 1.203132539093517153e+03 5.604541040115667784e+03
2.516527051405391679e-01 1.177633124759099701e+03 5.481787105901775249e+03
2.575263326771200512e-01 1.152753579643604098e+03 5.362038529510185981e+03
2.635370519267394296e-01 1.128334960262100140e+03 5.244619619757849250e+03
2.696880626390693036e-01 1.104284648024686248e+03 5.129134671579025962e+03
2.759826392466180334e-01 1.080549593695059230e+03 5.015354777179776647e+03
2.824241326078434922e-01 1.057141072499066468e+03 4.903322560981631796e+03
2.890159717909510095e-01 1.034094147701557631e+03 4.793180797088870349e+03
2.957616658993253433e-01 1.011496476291526960e+03 4.685294316848534436e+03
3.026648059395692369e-01 9.894232280247115341e+02 4.579974931947707773e+03
3.097290667331408232e-01 9.678576821625983939e+02 4.477146040923047622e+03
3.169582088726116131e-01 9.465324156612086881e+02 4.375671408272318331e+03
3.243560807235811305e-01 9.250489768886200181e+02 4.273861113189240314e+03
3.319266204733188896e-01 9.034318046218777454e+02 4.171812578192565525e+03
3.396738582272207929e-01 8.825382720544916992e+02 4.073143804776520028e+03
3.476019181541978309e-01 8.627954011813380930e+02 3.979654264967688505e+03
3.557150206821386162e-01 8.428514009668151630e+02 3.885625743160811908e+03
3.640174847446140394e-01 8.223969002582498433e+02 3.789745595115993183e+03
3.725137300800211437e-01 8.034164087127487619e+02 3.700396269578435749e+03
3.812082795843889094e-01 7.843431590224486172e+02 3.610951286201247058e+03
3.901057617190992199e-01 7.650112097217197515e+02 3.520704152276640798e+03
3.992109129748051544e-01 7.470790331011357921e+02 3.436659083785081748e+03
4.085285803928562220e-01 7.281515911710789624e+02 3.348688189968538154e+03
4.180637241455757991e-01 7.107839374491868512e+02 3.267584169666792604e+03
4.278214201767616132e-01 6.925270069892053471e+02 3.182990109227204812e+03
4.378068629038168735e-01 6.754650823094993939e+02 3.103708399572667076e+03
4.480253679829490632e-01 6.582898038916096084e+02 3.024202543998307647e+03
4.584823751389096036e-01 6.410627588641614238e+02 2.944726018557218595e+03
4.691834510607797992e-01 6.248217989786076032e+02 2.869658227463514322e+03
4.801342923653452721e-01 6.085772514765335472e+02 2.794809673731173916e+03
4.913407286296362919e-01 5.922352408313849992e+02 2.719777138346091306e+03
5.028087254942479323e-01 5.762848691340991536e+02 2.646621418467907006e+03
5.145443878390927317e-01 5.607909014532538094e+02 2.575610095954345525e+03
5.265539630332757293e-01 5.456001098028900742e+02 2.506089499330493709e+03
5.388438442608223244e-01 5.306271476786014318e+02 2.437692844224818145e+03
5.514205739240300996e-01 5.158540143138043277e+02 2.370337805088797268e+03
5.642908471262539916e-01 5.012878891455898156e+02 2.304048295514791789e+03
5.774615152359821035e-01 4.869497747179889302e+02 2.238906432645484074e+03
5.909395895340970872e-01 4.729255951406719305e+02 2.175268611404106650e+03
6.047322449462647631e-01 4.593028697643546820e+02 2.113497946474882156e+03
6.188468238624386109e-01 4.459269923236445266e+02 2.052934363486621805e+03
6.332908400455115050e-01 4.324722670707069483e+02 1.992194838580212036e+03
6.480719826311969189e-01 4.194039909293951496e+02 1.933239553153759516e+03
6.631981202212672288e-01 4.068078129197135695e+02 1.876424312168239339e+03
6.786773050723297063e-01 3.940315152129767284e+02 1.818986392725053747e+03
6.945177773823696388e-01 3.819476935858790512e+02 1.764607441142362177e+03
7.107279696773417532e-01 3.696961359779072609e+02 1.709645533000423029e+03
7.273165113001457405e-01 3.579338058778785125e+02 1.656870862472385170e+03
7.442922330043759693e-01 3.464453444602327181e+02 1.605366932488607063e+03
7.616641716552892127e-01 3.349722357163636843e+02 1.554035075099608093e+03
7.794415750404949383e-01 3.237826757715640724e+02 1.504002929999898925e+03
7.976339067929276716e-01 3.128854348271556773e+02 1.455301869404899890e+03
8.162508514287228900e-01 3.022430221760919267e+02 1.407767822553722453e+03
8.353023195026776371e-01 2.917988383279316622e+02 1.361155909515667645e+03
8.547984528840409935e-01 2.816101643970529267e+02 1.315702523473057909e+03
8.747496301554417153e-01 2.716817836342539749e+02 1.271422256901302944e+03
8.951664721378301826e-01 2.620280995391084389e+02 1.228370626679963834e+03
9.160598475443707533e-01 2.523982279245700511e+02 1.185482277094052733e+03
9.374408787662995568e-01 2.431261750633740348e+02 1.144164109193505283e+03
9.593209477938243745e-01 2.340703941297431356e+02 1.103813279566375513e+03
9.817117022752193112e-01 2.251875564762787008e+02 1.064241988174569315e+03
1.004625061717340895e+00 2.165780423622044282e+02 1.025869747926438322e+03
1.028073223830865190e+00 2.081433022783181741e+02 9.882754466027106446e+02
1.052068671023622892e+00 1.999605500006811099e+02 9.517811439639414175e+02
1.076624177045493402e+00 1.919660724143284369e+02 9.161137113030063119e+02
1.101752813788386742e+00 1.842082717935335268e+02 8.814741356801247321e+02
1.127467958244946722e+00 1.766442036290936812e+02 8.476774440450951715e+02
1.153783299629660863e+00 1.693069837908791442e+02 8.148601556154686705e+02
1.180712846666189586e+00 1.621650114382816810e+02 7.828854516261457093e+02
1.208270935044776451e+00 1.552424177432737906e+02 7.518523603506422432e+02
1.236472235053714952e+00 1.485144183459732403e+02 7.216534719070266419e+02
1.265331759388942823e+00 1.419992553261459989e+02 6.923633578014373597e+02
1.294864871145904317e+00 1.356768062702920474e+02 6.638945381730251256e+02
1.325087291997953276e+00 1.295611694025834026e+02 6.363043574650943128e+02
1.356015110565633286e+00 1.236354817832102526e+02 6.095196442977579636e+02
1.387664790981308460e+00 1.179106104453808257e+02 5.835847160144594454e+02
1.420053181653682550e+00 1.123721197319986231e+02 5.584371511372437453e+02
1.453197524236896188e+00 1.070283865157495029e+02 5.341111528078371293e+02
1.487115462808953792e+00 1.018668343830765366e+02 5.105526711576316075e+02
1.521825053264386218e+00 9.689378480359891910e+01 4.877877307039098582e+02
1.557344772926134269e+00 9.209818631111119203e+01 4.657689814608586971e+02
1.593693530381774526e+00 8.748476053142013598e+01 4.445158436903041661e+02
1.630890675549332647e+00 8.304364073699758819e+01 4.239864022180852885e+02
1.668956009978024069e+00 7.877807093830455187e+01 4.041944184520999670e+02
1.707909797389427720e+00 7.467914578962748351e+01 3.851023974861354873e+02
1.747772774464680934e+00 7.074892876235452377e+01 3.667193999979189698e+02
1.788566161883461847e+00 6.697924094729941658e+01 3.490115844626678268e+02
1.830311675620612144e+00 6.337102592694748182e+01 3.319838587148317401e+02
1.873031538506437554e+00 5.991679013891413774e+01 3.156054860091308569e+02
1.916748492056814968e+00 5.661662674776351878e+01 2.998779440021059486e+02
1.961485808579430445e+00 5.346359137348173363e+01 2.847731339892397955e+02
2.007267303562569438e+00 5.045701773758565878e+01 2.702895201152635423e+02
2.054117348353064365e+00 4.759046897439716872e+01 2.564013042536827811e+02
2.102060883130158597e+00 4.486260002895818388e+01 2.431043384128258253e+02
2.151123430182166008e+00 4.226738701982768021e+01 2.303747777623790114e+02
